Country,Debt type,Year,per_GDP
Samoa,private,2000,29.641128
Samoa,public,2000,57.206727
Austria,private,2017,141.96544
Austria,public,2017,57.193712
Maldives,private,2012,32.590864
Maldives,public,2012,57.123197
Dominica,private,1998,47.095565
Dominica,public,1998,57.089621
India,private,2001,55.466585
India,public,2001,57.009132
Saint Vincent and the Grenadines,private,2011,52.991592
Saint Vincent and the Grenadines,public,2011,57.006582
Togo,private,2018,27.365941
Togo,public,2018,57.004161
Slovak Republic,private,2014,84.2534
Slovak Republic,public,2014,56.981987
Dominica,private,1994,43.776372
Dominica,public,1994,56.975603
Malta,private,2007,179.65289
Malta,public,2007,56.960357
Austria,private,1998,114.23778
Austria,public,1998,56.839792
Austria,private,1997,113.71698
Austria,public,1997,56.834379
Mongolia,private,2014,63.399687
Mongolia,public,2014,56.821412
Malta,private,2008,195.0783
Malta,public,2008,56.80226
Japan,private,1994,214.21089
Japan,public,1994,56.772668
Singapore,private,1980,72.789006
Singapore,public,1980,56.705554
Argentina,private,1988,40.014311
Argentina,public,1988,56.643502
Chile,private,1984,90.494258
Chile,public,1984,56.624765
New Zealand,private,1984,83.680521
New Zealand,public,1984,56.622163
Portugal,private,1987,92.908627
Portugal,public,1987,56.621048
Togo,private,2017,29.415275
Togo,public,2017,56.609123
Dominica,private,1990,38.821008
Dominica,public,1990,56.561304
Morocco,private,2012,74.88781
Morocco,public,2012,56.532281
Hungary,private,2003,71.775341
Hungary,public,2003,56.52253
Austria,private,2000,127.83606
Austria,public,2000,56.508138
Singapore,private,1981,79.596977
Singapore,public,1981,56.464813
Croatia,private,2010,143.08848
Croatia,public,2010,56.453007
Costa Rica,private,2019,62.762143
Costa Rica,public,2019,56.383893
Sweden,private,2002,161.13025
Sweden,public,2002,56.370087
South Africa,private,2019,66.025363
South Africa,public,2019,56.303246
Serbia,private,2013,40.112909
Serbia,public,2013,56.260668
Denmark,private,1982,115.08411
Denmark,public,1982,56.245214
Tonga,private,2003,44.57369
Tonga,public,2003,56.220876
Slovak Republic,private,2015,85.215927
Slovak Republic,public,2015,56.216437
Portugal,private,2001,154.35157
Portugal,public,2001,56.095705
Slovak Republic,private,2017,96.804536
Slovak Republic,public,2017,56.05087
Portugal,private,1988,88.103774
Portugal,public,1988,56.038178
Samoa,private,2013,41.1173
Samoa,public,2013,56.025828
Djibouti,private,1997,30.679105
Djibouti,public,1997,56.011037
Maldives,private,2013,28.794476
Maldives,public,2013,55.948653
Austria,private,2004,129.93448
Austria,public,2004,55.931896
Canada,private,1991,141.06242
Canada,public,1991,55.908107
Mongolia,private,2005,31.04909
Mongolia,public,2005,55.894397
Ireland,private,1972,77.859839
Ireland,public,1972,55.882557
Mexico,private,1987,37.955145
Mexico,public,1987,55.801133
New Zealand,private,1967,28.407145
New Zealand,public,1967,55.796444
New Zealand,private,1983,74.619361
New Zealand,public,1983,55.78599
Austria,private,2005,133.76877
Austria,public,2005,55.624914
Austria,private,1996,108.63873
Austria,public,1996,55.611677
Algeria,private,2020,28.081245
Algeria,public,2020,55.605064
India,private,2000,54.356319
India,public,2000,55.595253
Malta,private,2002,145.00626
Malta,public,2002,55.555085
Saint Vincent and the Grenadines,private,2004,45.635657
Saint Vincent and the Grenadines,public,2004,55.546475
New Zealand,private,1990,98.776687
New Zealand,public,1990,55.451006
Portugal,private,1999,131.21043
Portugal,public,1999,55.421548
Portugal,private,1993,94.81411
Portugal,public,1993,55.416874
Dominica,private,1993,43.681143
Dominica,public,1993,55.406008
India,private,2020,93.039615
India,public,2020,55.335283
Dominica,private,1992,41.773392
Dominica,public,1992,55.301402
Djibouti,private,1998,32.816461
Djibouti,public,1998,55.292322
Hungary,private,2000,60.346672
Hungary,public,2000,55.281036
Singapore,private,1977,60.818374
Singapore,public,1977,55.260422
France,private,2008,164.12085
France,public,2008,55.250504
Austria,private,1995,106.46685
Austria,public,1995,55.248115
Samoa,private,2001,29.965112
Samoa,public,2001,55.170083
Albania,private,2008,39.295575
Albania,public,2008,55.140211
Kuwait,private,1998,63.894859
Kuwait,public,1998,55.13867
Austria,private,2008,142.46436
Austria,public,2008,55.13683
India,private,2004,66.870157
India,public,2004,55.133145
New Zealand,private,1969,30.301816
New Zealand,public,1969,55.123095
Portugal,private,1998,118.90701
Portugal,public,1998,55.077797
Maldives,private,2014,26.372064
Maldives,public,2014,55.064998
Austria,private,2001,129.40075
Austria,public,2001,55.056343
Malta,private,2001,142.15426
Malta,public,2001,55.040252
Spain,private,1996,79.80688
Spain,public,1996,54.986593
New Zealand,private,1989,95.035086
New Zealand,public,1989,54.95084
Austria,private,2018,140.92493
Austria,public,2018,54.923696
Maldives,private,2015,26.575842
Maldives,public,2015,54.92114
New Zealand,private,1964,27.045676
New Zealand,public,1964,54.905981
Saint Lucia,private,2011,87.665047
Saint Lucia,public,2011,54.894569
India,private,1998,46.899777
India,public,1998,54.880335
Morocco,private,2006,49.706658
Morocco,public,2006,54.805626
Greece,private,1987,43.99213
Greece,public,1987,54.802467
Sweden,private,2003,158.15994
Sweden,public,2003,54.78998
Qatar,private,1994,65.178784
Qatar,public,1994,54.776853
New Zealand,private,1988,97.07453
New Zealand,public,1988,54.764869
Kenya,private,2017,32.393399
Kenya,public,2017,54.752036
Austria,private,2003,131.00049
Austria,public,2003,54.721225
Austria,private,2002,129.1603
Austria,public,2002,54.668594
Dominica,private,1996,45.425194
Dominica,public,1996,54.664875
Portugal,private,1989,83.500967
Portugal,public,1989,54.635392
Italy,private,1978,53.655244
Italy,public,1978,54.633138
Malta,private,1999,143.75767
Malta,public,1999,54.599707
New Zealand,private,1993,112.3022
New Zealand,public,1993,54.593789
Japan,private,1988,189.49243
Japan,public,1988,54.522404
Tonga,private,2012,30.564544
Tonga,public,2012,54.42938
Brazil,private,1998,48.896045
Brazil,public,1998,54.424387
Qatar,private,1997,60.598121
Qatar,public,1997,54.382216
Honduras,private,2002,34.948221
Honduras,public,2002,54.379924
Slovak Republic,private,2018,97.422574
Slovak Republic,public,2018,54.350204
France,private,2005,149.18821
France,public,2005,54.295106
Hungary,private,2002,61.495719
Hungary,public,2002,54.246315
Jordan,private,2008,82.837821
Jordan,public,2008,54.24031
Austria,private,2006,136.09402
Austria,public,2006,54.238897
New Zealand,private,1966,29.827859
New Zealand,public,1966,54.223731
Italy,private,1981,48.628121
Italy,public,1981,53.97015
Pakistan,private,2006,26.833338
Pakistan,public,2006,53.935031
Sweden,private,1987,124.90989
Sweden,public,1987,53.929953
Italy,private,1979,51.103797
Italy,public,1979,53.920988
Jamaica,private,1977,60.448172
Jamaica,public,1977,53.885051
Spain,private,1997,82.943211
Spain,public,1997,53.855313
France,private,2003,142.7464
France,public,2003,53.757177
Serbia,private,2018,47.184703
Serbia,public,2018,53.680512
France,private,2004,145.06106
France,public,2004,53.667242
Saint Vincent and the Grenadines,private,2010,51.831393
Saint Vincent and the Grenadines,public,2010,53.641676
Denmark,private,2000,163.93036
Denmark,public,2000,53.598169
Malaysia,private,2015,143.942
Malaysia,public,2015,53.574485
Portugal,private,2000,142.75335
Portugal,public,2000,53.563266
Albania,private,2007,32.036349
Albania,public,2007,53.550124
Sweden,private,2005,167.12029
Sweden,public,2005,53.460091
New Zealand,private,1965,29.149791
New Zealand,public,1965,53.453773
Sweden,private,1992,151.69963
Sweden,public,1992,53.399871
Tonga,private,2001,41.821852
Tonga,public,2001,53.396725
Sweden,private,2004,158.60978
Sweden,public,2004,53.369925
Malta,private,2015,195.24023
Malta,public,2015,53.364738
Togo,private,2015,29.551878
Togo,public,2015,53.308093
Malta,private,1998,141.62022
Malta,public,1998,53.202861
Djibouti,private,1996,31.507298
Djibouti,public,1996,53.175822
Serbia,private,2012,46.804285
Serbia,public,2012,53.17339
Sweden,private,1982,105.9706
Sweden,public,1982,53.090299
Finland,private,2015,189.39565
Finland,public,2015,53.020791
Canada,private,1999,144.41274
Canada,public,1999,52.917027
Saint Lucia,private,2010,90.620572
Saint Lucia,public,2010,52.8527
Samoa,private,2018,50.244206
Samoa,public,2018,52.82924
Jamaica,private,1976,74.075423
Jamaica,public,1976,52.824719
Finland,private,2016,179.47572
Finland,public,2016,52.814939
Slovak Republic,private,2019,97.61194
Slovak Republic,public,2019,52.755256
Maldives,private,2010,45.692856
Maldives,public,2010,52.747657
Austria,private,1994,104.7748
Austria,public,1994,52.726308
Trinidad and Tobago,private,1994,44.971285
Trinidad and Tobago,public,1994,52.581695
Morocco,private,2011,73.860438
Morocco,public,2011,52.546668
Pakistan,private,2007,27.745332
Pakistan,public,2007,52.514524
Austria,private,2019,139.49832
Austria,public,2019,52.510291
Bulgaria,private,2002,37.55117
Bulgaria,public,2002,52.485747
Belgium,private,1980,88.080717
Belgium,public,1980,52.432369
Malaysia,private,2019,139.07274
Malaysia,public,2019,52.406821
Togo,private,2019,26.559806
Togo,public,2019,52.352319
Malaysia,private,2013,137.64259
Malaysia,public,2013,52.256858
Tonga,private,2004,40.539614
Tonga,public,2004,52.24847
Saint Vincent and the Grenadines,private,2003,49.002829
Saint Vincent and the Grenadines,public,2003,52.239568
India,private,1999,49.940533
India,public,1999,52.234777
Spain,private,1998,88.935134
Spain,public,1998,52.225006
India,private,2005,74.881082
India,public,2005,52.180952
Qatar,private,2018,98.676645
Qatar,public,2018,52.177301
Kuwait,private,1997,47.41106
Kuwait,public,1997,52.160053
Germany,private,2010,128.33641
Germany,public,2010,52.143191
Jordan,private,1981,51.598541
Jordan,public,1981,52.11796
Ireland,private,1973,81.014063
Ireland,public,1973,52.061761
Indonesia,private,2004,27.419054
Indonesia,public,2004,52.042211
Serbia,private,2019,48.822699
Serbia,public,2019,51.970944
Malaysia,private,2014,137.55661
Malaysia,public,2014,51.93807
Finland,private,1996,115.24936
Finland,public,1996,51.906782
Chile,private,1989,62.909385
Chile,public,1989,51.898658
Austria,private,2007,140.2665
Austria,public,2007,51.896978
Malaysia,private,2016,142.91742
Malaysia,public,2016,51.890596
Malta,private,2000,134.82858
Malta,public,2000,51.876009
Maldives,private,2011,39.578225
Maldives,public,2011,51.86343
Saint Lucia,private,2005,62.527781
Saint Lucia,public,2005,51.862196
Tonga,private,2011,32.816586
Tonga,public,2011,51.853432
Malta,private,2020,232.05568
Malta,public,2020,51.821315
Malta,private,2016,194.96912
Malta,public,2016,51.813543
Japan,private,1985,161.95869
Japan,public,1985,51.812893
Samoa,private,2012,40.746685
Samoa,public,2012,51.772587
Vanuatu,private,2017,63.935738
Vanuatu,public,2017,51.752806
Samoa,private,2016,45.990358
Samoa,public,2016,51.724088
Colombia,private,2020,66.725384
Colombia,public,2020,51.695146
Lebanon,private,1992,63.539982
Lebanon,public,1992,51.694537
Portugal,private,1991,81.897748
Portugal,public,1991,51.684073
Hungary,private,2001,62.130751
Hungary,public,2001,51.624592
Saint Vincent and the Grenadines,private,2002,50.788877
Saint Vincent and the Grenadines,public,2002,51.604084
Qatar,private,2000,51.096013
Qatar,public,2000,51.599361
South Africa,private,2018,65.374604
South Africa,public,2018,51.589654
Costa Rica,private,2018,66.516397
Costa Rica,public,2018,51.584301
Samoa,private,2002,31.167323
Samoa,public,2002,51.583695
Argentina,private,1986,38.318394
Argentina,public,1986,51.569572
Qatar,private,2017,99.253453
Qatar,public,2017,51.568807
Spain,private,1995,79.968523
Spain,public,1995,51.45706
France,private,2006,153.45727
France,public,2006,51.418959
Iceland,private,1995,140.03627
Iceland,public,1995,51.401793
Spain,private,2010,224.02683
Spain,public,2010,51.382619
Guyana,private,2020,26.918336
Guyana,public,2020,51.373725
Dominica,private,1985,27.593682
Dominica,public,1985,51.367673
Japan,private,1993,213.18058
Japan,public,1993,51.346356
El Salvador,private,2012,45.297009
El Salvador,public,2012,51.343603
Mongolia,private,2013,62.917911
Mongolia,public,2013,51.31855
Finland,private,1994,136.76845
Finland,public,1994,51.266681
Finland,private,1995,118.4426
Finland,public,1995,51.254706
Oman,private,2018,90.164066
Oman,public,2018,51.253634
Malaysia,private,2018,139.98235
Malaysia,public,2018,51.185881
France,private,2007,157.0516
France,public,2007,51.185767
Tonga,private,2015,33.85833
Tonga,public,2015,51.176066
Italy,private,1980,49.043834
Italy,public,1980,51.172596
Serbia,private,2005,31.27807
Serbia,public,2005,51.160058
Nicaragua,private,2006,26.387824
Nicaragua,public,2006,51.15567
Trinidad and Tobago,private,1989,58.162967
Trinidad and Tobago,public,1989,51.134904
Malaysia,private,1993,90.243476
Malaysia,public,1993,51.133873
Ireland,private,1998,110.20253
Ireland,public,1998,51.107564
North Macedonia,private,2020,99.11491
North Macedonia,public,2020,51.085361
Canada,private,1990,134.70779
Canada,public,1990,51.030552
Djibouti,private,1995,30.431786
Djibouti,public,1995,50.982567
Finland,private,2017,186.88251
Finland,public,2017,50.951609
Morocco,private,2007,58.795031
Morocco,public,2007,50.935398
Malaysia,private,2012,129.36144
Malaysia,public,2012,50.923039
Argentina,private,1982,83.212493
Argentina,public,1982,50.917283
Saint Lucia,private,2009,93.511723
Saint Lucia,public,2009,50.915992
Poland,private,2013,79.206417
Poland,public,2013,50.890461
Spain,private,1999,103.62612
Spain,public,1999,50.889013
India,private,1993,45.922036
India,public,1993,50.87889
Venezuela,private,2015,42.365636
Venezuela,public,2015,50.875228
Vietnam,private,2016,98.858961
Vietnam,public,2016,50.860737
Portugal,private,1985,118.02524
Portugal,public,1985,50.754905
Denmark,private,2001,173.9251
Denmark,public,2001,50.658901
Portugal,private,1986,102.12738
Portugal,public,1986,50.65684
Portugal,private,1990,76.536747
Portugal,public,1990,50.654005
Mexico,private,1986,39.486579
Mexico,public,1986,50.651227
Germany,private,2012,123.05907
Germany,public,2012,50.645537
France,private,2002,143.17039
France,public,2002,50.616282
Finland,private,2014,182.51835
Finland,public,2014,50.594257
Lebanon,private,1993,56.471269
Lebanon,public,1993,50.516477
Argentina,private,1984,47.544724
Argentina,public,1984,50.370023
Australia,private,1962,53.757917
Australia,public,1962,50.335573
El Salvador,private,2009,49.09451
El Salvador,public,2009,50.298751
Chile,private,1990,63.658313
Chile,public,1990,50.25715
Denmark,private,2002,173.41555
Denmark,public,2002,50.245626
Ukraine,private,2019,53.907021
Ukraine,public,2019,50.243409
Qatar,private,1995,60.765654
Qatar,public,1995,50.204092
Trinidad and Tobago,private,1995,47.661285
Trinidad and Tobago,public,1995,50.13765
Mozambique,private,2013,26.116026
Mozambique,public,2013,50.134697
El Salvador,private,1982,28.468838
El Salvador,public,1982,50.086888
Malaysia,private,2017,142.37102
Malaysia,public,2017,50.049672
Austria,private,1993,105.16971
Austria,public,1993,50.044149
Germany,private,2011,122.85009
Germany,public,2011,50.003304
France,private,1998,127.91583
France,public,1998,49.929876
India,private,1990,49.296365
India,public,1990,49.895311
El Salvador,private,2010,46.962007
El Salvador,public,2010,49.885299
Saint Vincent and the Grenadines,private,2000,55.339982
Saint Vincent and the Grenadines,public,2000,49.841428
Ecuador,private,2019,46.434643
Ecuador,public,2019,49.840053
Poland,private,2016,86.514431
Poland,public,2016,49.834867
Jordan,private,1980,50.38821
Jordan,public,1980,49.812835
Tonga,private,1990,29.724492
Tonga,public,1990,49.7617
France,private,1999,133.24856
France,public,1999,49.685974
New Zealand,private,1970,31.202972
New Zealand,public,1970,49.679552
El Salvador,private,2015,51.20321
El Salvador,public,2015,49.661963
Portugal,private,1992,85.438035
Portugal,public,1992,49.655952
Italy,private,1977,59.200397
Italy,public,1977,49.64237
Samoa,private,2017,48.186196
Samoa,public,2017,49.639602
El Salvador,private,2014,49.959746
El Salvador,public,2014,49.625909
India,private,1989,50.213856
India,public,1989,49.586584
El Salvador,private,2016,53.569723
El Salvador,public,2016,49.572266
Germany,private,2013,124.06844
Germany,public,2013,49.540079
Iceland,private,1998,160.17812
Iceland,public,1998,49.530251
Saint Lucia,private,2004,57.301189
Saint Lucia,public,2004,49.527392
Trinidad and Tobago,private,1991,58.30277
Trinidad and Tobago,public,1991,49.477126
Malaysia,private,1981,49.154602
Malaysia,public,1981,49.451147
Iceland,private,1994,138.24801
Iceland,public,1994,49.424186
Tonga,private,2016,37.203476
Tonga,public,2016,49.414586
Australia,private,1961,55.555606
Australia,public,1961,49.382836
Finland,private,2018,186.381
Finland,public,2018,49.378073
Ecuador,private,2001,26.440481
Ecuador,public,2001,49.374448
India,private,2009,91.555183
India,public,2009,49.355031
Malaysia,private,2011,127.65369
Malaysia,public,2011,49.328117
Malta,private,1997,136.19267
Malta,public,1997,49.312866
Finland,private,1997,116.60364
Finland,public,1997,49.304647
Uruguay,private,2019,29.547327
Uruguay,public,2019,49.29905
Greece,private,1986,44.671478
Greece,public,1986,49.281954
Dominica,private,1997,47.226475
Dominica,public,1997,49.275424
Vietnam,private,2015,90.399227
Vietnam,public,2015,49.267704
Poland,private,2011,76.662323
Poland,public,2011,49.265413
India,private,1991,46.149379
India,public,1991,49.247174
Finland,private,2019,183.58413
Finland,public,2019,49.223022
Singapore,private,1976,61.145838
Singapore,public,1976,49.222483
El Salvador,private,2013,48.380385
El Salvador,public,2013,49.185097
Trinidad and Tobago,private,1992,57.651939
Trinidad and Tobago,public,1992,49.151961
Saint Vincent and the Grenadines,private,2001,52.144069
Saint Vincent and the Grenadines,public,2001,49.127543
India,private,2006,82.815891
India,public,2006,49.089628
Japan,private,1984,159.45274
Japan,public,1984,49.074179
Tonga,private,2013,30.618082
Tonga,public,2013,49.038085
Spain,private,1994,74.859566
Spain,public,1994,49.030234
Morocco,private,2010,70.337418
Morocco,public,2010,48.997736
Trinidad and Tobago,private,1988,59.010495
Trinidad and Tobago,public,1988,48.987495
New Zealand,private,1994,112.84523
New Zealand,public,1994,48.932562
Poland,private,2012,76.951668
Poland,public,2012,48.899406
India,private,1994,45.059601
India,public,1994,48.871916
Saint Lucia,private,2007,85.678228
Saint Lucia,public,2007,48.867802
Malaysia,private,2010,123.74508
Malaysia,public,2010,48.865735
Vietnam,private,2017,103.97203
Vietnam,public,2017,48.835646
France,private,1997,129.80638
France,public,1997,48.825126
Turkey,private,2005,29.101285
Turkey,public,2005,48.794745
Saint Lucia,private,2002,63.932651
Saint Lucia,public,2002,48.777322
El Salvador,private,2017,56.628797
El Salvador,public,2017,48.748759
Slovak Republic,private,2011,72.279449
Slovak Republic,public,2011,48.747054
Japan,private,1989,200.43156
Japan,public,1989,48.691914
Iceland,private,1996,145.13503
Iceland,public,1996,48.674791
Honduras,private,2019,61.8472
Honduras,public,2019,48.671461
Vanuatu,private,2020,61.005709
Vanuatu,public,2020,48.667573
Greece,private,1985,46.908181
Greece,public,1985,48.655528
Spain,private,2000,117.8788
Spain,public,2000,48.593549
South Africa,private,2017,65.367366
South Africa,public,2017,48.588218
France,private,2000,137.90286
France,public,2000,48.58023
Honduras,private,2018,60.755302
Honduras,public,2018,48.546426
Malaysia,private,2009,127.83066
Malaysia,public,2009,48.533227
Saint Lucia,private,2006,69.702402
Saint Lucia,public,2006,48.525029
Poland,private,2010,72.602462
Poland,public,2010,48.509088
France,private,2001,142.93531
France,public,2001,48.465739
El Salvador,private,2019,57.683719
El Salvador,public,2019,48.461184
United Kingdom,private,2008,185.84988
United Kingdom,public,2008,48.442136
Sweden,private,2006,141.14009
Sweden,public,2006,48.430031
Maldives,private,2009,51.440503
Maldives,public,2009,48.386934
Denmark,private,2003,181.5538
Denmark,public,2003,48.36607
Sweden,private,1988,136.55032
Sweden,public,1988,48.350115
Australia,private,1960,53.947091
Australia,public,1960,48.341002
Belgium,private,1970,77.472252
Belgium,public,1970,48.299721
Ireland,private,1999,132.78551
Ireland,public,1999,48.261355
Finland,private,1993,145.39016
Finland,public,1993,48.240538
El Salvador,private,2018,57.797286
El Salvador,public,2018,48.226518
El Salvador,private,2011,42.377589
El Salvador,public,2011,48.146278
Vanuatu,private,2018,61.015455
Vanuatu,public,2018,48.13137
Uruguay,private,2008,27.666163
Uruguay,public,2008,48.117043
India,private,1988,49.705225
India,public,1988,48.063844
India,private,1987,47.473498
India,public,1987,48.024402
Argentina,private,2001,33.287147
Argentina,public,2001,48.006619
Finland,private,2013,176.22662
Finland,public,2013,47.965212
Nicaragua,private,2020,27.862237
Nicaragua,public,2020,47.918968
Italy,private,1975,69.251744
Italy,public,1975,47.889216
Italy,private,1976,62.795987
Italy,public,1976,47.851736
Germany,private,2014,117.95852
Germany,public,2014,47.771424
Croatia,private,2009,133.41727
Croatia,public,2009,47.759261
Trinidad and Tobago,private,1990,51.590156
Trinidad and Tobago,public,1990,47.708453
Romania,private,2020,27.920166
Romania,public,2020,47.666209
Qatar,private,2002,57.843832
Qatar,public,2002,47.66579
Australia,private,1963,53.838781
Australia,public,1963,47.59208
France,private,1996,129.69018
France,public,1996,47.585737
Japan,private,1992,208.18011
Japan,public,1992,47.527952
Senegal,private,2016,27.605263
Senegal,public,2016,47.523587
India,private,2008,95.732038
India,public,2008,47.496185
Tonga,private,2014,31.380001
Tonga,public,2014,47.476482
Samoa,private,2019,50.827789
Samoa,public,2019,47.445472
Honduras,private,2017,56.264169
Honduras,public,2017,47.436585
India,private,2007,87.200283
India,public,2007,47.435384
Mali,private,2020,25.894777
Mali,public,2020,47.428877
Guyana,private,2018,27.867499
Guyana,public,2018,47.367906
Japan,private,1983,155.95552
Japan,public,1983,47.349724
Belgium,private,1979,99.192379
Belgium,public,1979,47.330026
Poland,private,2020,80.46267
Poland,public,2020,47.226619
Portugal,private,1984,133.97321
Portugal,public,1984,47.148108
South Africa,private,2016,65.287685
South Africa,public,2016,47.134054
Iceland,private,1993,141.75506
Iceland,public,1993,47.106297
India,private,2012,102.59805
India,public,2012,47.092134
India,private,1986,47.325397
India,public,1986,47.039176
Dominica,private,1984,27.591229
Dominica,public,1984,47.018992
India,private,2013,101.08366
India,public,2013,46.981927
Trinidad and Tobago,private,1996,47.692354
Trinidad and Tobago,public,1996,46.980013
Grenada,private,1991,35.406933
Grenada,public,1991,46.87986
Costa Rica,private,2017,65.6
Costa Rica,public,2017,46.781762
Trinidad and Tobago,private,2019,61.180948
Trinidad and Tobago,public,2019,46.73567
Kenya,private,2016,34.737099
Kenya,public,2016,46.733655
Qatar,private,2016,99.975315
Qatar,public,2016,46.706774
Uruguay,private,2018,30.75019
Uruguay,public,2018,46.686413
Poland,private,2017,81.766796
Poland,public,2017,46.660812
India,private,1995,46.801194
India,public,1995,46.61245
Poland,private,2006,49.950656
Poland,public,2006,46.609152
New Zealand,private,1982,61.52357
New Zealand,public,1982,46.585325
Poland,private,2005,43.311543
Poland,public,2005,46.571697
Kuwait,private,1999,55.986944
Kuwait,public,1999,46.554298
Burkina Faso,private,2020,29.228694
Burkina Faso,public,2020,46.541037
Samoa,private,2020,52.735533
Samoa,public,2020,46.496992
Togo,private,2014,26.176228
Togo,public,2014,46.461926
Slovenia,private,2012,123.69701
Slovenia,public,2012,46.440493
Slovak Republic,private,2010,68.018408
Slovak Republic,public,2010,46.374143
Poland,private,2015,83.557542
Poland,public,2015,46.335296
Vietnam,private,2018,105.75501
Vietnam,public,2018,46.309922
Saint Lucia,private,2008,88.860464
Saint Lucia,public,2008,46.308323
Venezuela,private,1988,29.966319
Venezuela,public,1988,46.294136
Austria,private,1992,104.36547
Austria,public,1992,46.282719
Qatar,private,1993,76.590516
Qatar,public,1993,46.278885
Vietnam,private,2014,80.001032
Vietnam,public,2014,46.261735
Austria,private,1991,102.59521
Austria,public,1991,46.221934
Singapore,private,1972,58.477653
Singapore,public,1972,46.211424
Canada,private,2000,143.76545
Canada,public,2000,46.190434
Saint Vincent and the Grenadines,private,2005,45.611478
Saint Vincent and the Grenadines,public,2005,46.179561
Lithuania,private,2020,63.480667
Lithuania,public,2020,46.171344
Grenada,private,1990,36.057373
Grenada,public,1990,46.166434
Finland,private,2012,171.54006
Finland,public,2012,46.148221
India,private,2019,85.409136
India,public,2019,46.136617
Morocco,private,2009,66.552821
Morocco,public,2009,46.126098
Trinidad and Tobago,private,1997,63.611993
Trinidad and Tobago,public,1997,46.114243
Japan,private,1990,206.83437
Japan,public,1990,46.110609
Poland,private,2009,69.530464
Poland,public,2009,46.027347
India,private,2014,99.073079
India,public,2014,46.025387
Canada,private,2001,150.41951
Canada,public,2001,46.009193
Grenada,private,1973,74.506757
Grenada,public,1973,45.995551
Honduras,private,2016,56.310734
Honduras,public,2016,45.980423
Oman,private,2017,97.328213
Oman,public,2017,45.93349
Saint Vincent and the Grenadines,private,2009,51.384796
Saint Vincent and the Grenadines,public,2009,45.914756
Tonga,private,2018,39.436315
Tonga,public,2018,45.87147
Venezuela,private,1986,30.562784
Venezuela,public,1986,45.86709
India,private,2011,101.18216
India,public,2011,45.774017
India,private,2015,95.354338
India,public,2015,45.77384
Sweden,private,2014,202.63
Sweden,public,2014,45.74
New Zealand,private,1979,49.480497
New Zealand,public,1979,45.719564
Denmark,private,2004,193.12757
Denmark,public,2004,45.717071
Mongolia,private,2012,49.180338
Mongolia,public,2012,45.693212
Grenada,private,1994,47.23183
Grenada,public,1994,45.684683
Spain,private,2009,222.79526
Spain,public,2009,45.605446
Trinidad and Tobago,private,1987,61.359148
Trinidad and Tobago,public,1987,45.586717
Tonga,private,2017,37.814096
Tonga,public,2017,45.583086
Poland,private,2014,82.335882
Poland,public,2014,45.577271
Saint Lucia,private,2003,56.196232
Saint Lucia,public,2003,45.558397
Sweden,private,1981,103.10032
Sweden,public,1981,45.55014
Jordan,private,1978,41.16762
Jordan,public,1978,45.543813
India,private,2016,89.410749
India,public,2016,45.532489
Austria,private,1990,100.96366
Austria,public,1990,45.53072
Chile,private,1983,77.623106
Chile,public,1983,45.497521
Austria,private,1989,97.417977
Austria,public,1989,45.444269
Morocco,private,2008,63.804399
Morocco,public,2008,45.442766
Austria,private,1987,91.866429
Austria,public,1987,45.372889
Austria,private,1988,94.071796
Austria,public,1988,45.361075
Germany,private,2015,117.30264
Germany,public,2015,45.34717
New Zealand,private,1978,46.644896
New Zealand,public,1978,45.323431
Grenada,private,1993,49.449605
Grenada,public,1993,45.284265
Vanuatu,private,2019,56.782657
Vanuatu,public,2019,45.280258
Iceland,private,1997,152.76876
Iceland,public,1997,45.277631
South Africa,private,2015,67.050873
South Africa,public,2015,45.195471
Bulgaria,private,2003,48.206894
Bulgaria,public,2003,45.192122
Ireland,private,2008,293.23591
Ireland,public,2008,45.158046
Canada,private,2012,184.9172
Canada,public,2012,45.154419
Venezuela,private,2013,42.379835
Venezuela,public,2013,45.114354
Belgium,private,1972,80.277037
Belgium,public,1972,45.090083
Jordan,private,1979,48.974024
Jordan,public,1979,45.076415
Australia,private,1964,54.346776
Australia,public,1964,45.01583
Spain,private,2001,126.83508
Spain,public,2001,45.006153
Poland,private,2018,81.477925
Poland,public,2018,44.979709
Thailand,private,2020,150.29191
Thailand,public,2020,44.940813
Germany,private,2020,130.54995
Germany,public,2020,44.934968
Japan,private,1991,205.67105
Japan,public,1991,44.929203
Poland,private,2003,47.82447
Poland,public,2003,44.923102
Malta,private,2017,194.93951
Malta,public,2017,44.916606
United Kingdom,private,1977,56.412026
United Kingdom,public,1977,44.913259
Grenada,private,1987,32.511498
Grenada,public,1987,44.903778
India,private,1996,45.703425
India,public,1996,44.877201
Belgium,private,1971,78.397762
Belgium,public,1971,44.790394
New Zealand,private,1980,49.934549
New Zealand,public,1980,44.746477
India,private,2010,97.250371
India,public,2010,44.7436
Mongolia,private,2009,46.48549
Mongolia,public,2009,44.737058
Tonga,private,2010,39.655728
Tonga,public,2010,44.732209
Iran,private,2016,66.315667
Iran,public,2016,44.649658
Grenada,private,2001,63.080487
Grenada,public,2001,44.607792
Grenada,private,1988,33.330304
Grenada,public,1988,44.568062
New Zealand,private,1971,29.330543
New Zealand,public,1971,44.54391
Venezuela,private,2014,57.935455
Venezuela,public,2014,44.538799
Senegal,private,2015,27.138202
Senegal,public,2015,44.508726
Sweden,private,2015,211.58
